text,target
"@nikkiwoods aww    all 4 of us? whoa. we need 2 do a nikki recruit drive-top shelf only, selfish 1's need not apply! ",0
I'm sick of living in this apartment by myself...I miss home so much ,0
"@tommcfly hey, no chance of adding brighton or eastbourne to the UCAP tour? gutted im missing out this time round  i love you guys!",0
yes yes yes last day of school tomorrow oh and i need to do something on thursday so if your free call me/ myspace me hahahh ,1
"ah...another day done...time for bed, gotta do it all over again tomorrow!  Night night ya'll!",1
My son has treated me to a yummy lunch today in Lygon st Carlton ... for my Birthday. Drove me in while on his L's - Lovely surprise ,1
my dog is in my room SNORING! ,0
Levi- Good morning cruel world. Why does 6am have to come so early??? WHY??? ,0
@chauncey78 hey did u talk to mom.. r they home yet? i hope they r ok.. wish i was coming home 4 easter.. ,0
"@annemarike oh no  owies, when will that happen? ",0
@MrSocial sounds gooddd ,1
"Umm. Did NOT see that one coming, lol ... ",1
"http://www.deezer.com/track/2577641 On a nice day, I don't care what they say ! Ready for this nice day ",1
Cant watch @twitchhiker as streaming banned at work  Hope someone records as MP4 and can email it to me!,0
@robertvrabel Oh no! I hope everything turns out alright! That does not sound like an easy fix ,0
@ientje89 aw i'm fine too thanks! yeah i miss you so much on the MFC  but hope we can talk later on today  kisses :huglove:,0
"I have to apply for international driver licence (not for competition, of course) to go to Nurburgring in May. Must take half-day off. ",0
Anyone else catch Scott Bakula's &quot;Oh Boy&quot; in #Chuck tonight?  ,1
@dian_yach Can't wait too Dee.... ,1
@patphelan As the Merovingian (sp?) would say ... cause and effect   (I also passionately hate airports),1
"@cityrat59 nothing to congratulate for, it's just a task, but thanks  @geovolt i don't work in the Maemo group",1
@charliehedges Im glad your having a good second day off- i've spent my 2nd day having to do the garden  too many bugs-not my style!,0
Good Morning all ,1
just found that locavore = a person who goes out of the way to eat food produced locally ,1
@lolitariot oh no  hope you're not getting sick too!,0
@michelpoulain Bon courage pour Magento ! ,1
"finally calm, and ready for bed  ...all positive thoughts for the rest of the day!",1
@Ed_Westwick Hey Ed  How's it going?,1
i wish i lived in forks..is forks a real place? edward lives in forks ,1
Watching &quot;a league of their own&quot;...makes me miss mint chocolate ice cream cones and my grand ma  fuck.,0
"@reznik360 @bonbonfire another fun confab, no matter what comes of it. i wish i hadn't worked until 9. i'm gonna miss next week, though. ",0
trust is hard ,0
only 1/2day later and ants have eaten clean its bones..that poor little gecko skeleton..so very disturbing. i regret not mercy killing... ,0
trying to setup yahoo pipes for tracking some important blogs .....let me know if u guys know some thing better then yahoo pipes ,1
"@robertzalme Yes I do... Too much theory getting in, not much solutions coming out... ",0
Having a goooooood afternoon ,1
Blip.fm is undergoing maintenance.  http://blip.fm/,0
wants her iPod. ,0
how come only audrey updates twitter. i need to follow more people.... sorry audrey ,1
Whew i love the movie &quot;Passengers&quot; ,1
"just finished toking to mark...tweeps, sorry for d corny updates coming from me (dos wer from our conversation)...hehe. ",1
@thekelliejane I used to love Quantum Leap! ,1
@hillary006 I'm sure everyone has ruined my gift to you  Whitney has my serious Cell #...We doing easter as well?,0
"Finally made my map of Panama. &quot;What's a Panama, is that like an animal?&quot; Haha love my friends ",1
"I was fine until I had to speak to the nurse, now she has made me doubt myself and my decisions. Feel totally and utterly deflated ",0
"@Framusic Ciao !!Come stai ?! Im in school during my Italian lesson, just thinking of you  Im in holiday this saturday, I cant wait! Love!",1
is frustrated that Rudd cant facilitate private enterprise investing in our broadband infrastructure..instead he needs to waste our money ,0
"Sorting brekkie for the kids then off to the horrible place called work, boohoo ",0
"@DefyGravity81 damn B, espanol and francais? you are one talented lady ",1
@krist0ph3r thats damn sad   hope things will be fine after gud lunch...,0
@jeffkang greeeeat but now i ate all my hard work away ,0
i miss my 808 fam ,0
@Hamperlady Innocent no longer have my custom ,0
I'm gonna get up late tomorrow and it's 132am here. I gonna get tipsy by my lonesome. That's...that's just sad ,0
"Observe &amp; Report was premiering at the Chinese Theater I was driving by slowly but only saw the reporters &amp; red carpet, no stars ",0
This breaks my heart Navy Seal Marcus Luttrell's doggy  http://www.rightpundits.com/?p=3669 I am filled with rage.,0
@MiaMiaDC  - Good morning!  ,1
We are putting up the stages! Screens and lights are already there ,1
"Followers, The More The Merrier! ",1
Finally gave in and was bored enough to start this thing. I think the 140 is going to be a problem for me tho.  its like a myspace status.,0
has just joined twitter ,1
@lanaveenker It's not as much as I appreciate the information. Thanks! ,1
"@CarolCacophony DAS war schicksal, talk to ya later, milady.  &lt;3",1
Is back at the cabbins  Ew!,0
"@macaronique hehe, you got till the end of week ",1
"For all you WAH types BBC2 is showing Tron it just started 11am, go and Sky+ it for later to educate the kids ",1
in LOveeee &lt;3 and it hurts ,0
On a diet.... Woke up 2day Hungry ,0
"@MissWyn I bet you are  I remember Easter as a kid was so excited, you'll have a great day!",0
is sad coz alison's leaving england to france tonight ,0
is strangely addicted to 'great british menu' just need to do some woooork ,0
"Maybe one of these years I'll get a tax return.  A girl can dream, right?",0
will go out.  http://plurk.com/p/n13ou,1
I now have 101 followers on twitter - spot that.  101th is &quot;Norfolk Matters&quot; with great local updates.  Welcome ,1
Another power day. On my way home ,1
@stephenkruiser awww so sad!!!  I'm so sorry!!,0
@yellowdoglove ,1
Uploading the greatest cartoon from the Newspaper ever - regarding Twitter. ,1
"@herbpayne oh yikes, that was what we worked out! I'll sort a list of references for you ",1
just got home from watching Michigan State get tromped!   ,0
@margaretcho what happened to your show it was the hightlight of my life ,0
"bah, immune system finally gave in. It did so well this year....  Throat is feeling horrid now.",0
I'm back in the world.  Funeral was sad. ,0
"Follow us you know you want too  Big news soon hopefully  The bearded band member can blow me,lol Ryan xoxo",1
oh but damn..fried screwing up me lunch ,0
blip is &quot;under maintenance&quot; &amp; i'm goin' through withdrawel ,0
I feel soooo bad for my doglet!  She is not understanding why her mouth is so sore!  Poor little thing ,0
Looking at the pictures my friend shot yesterday. They are beautiful! ,1
@MussoMitchel Hey you should go on tour sometime with your brother! Metro Station is freakin awesome! ,1
"@matthew858 also, you can use http://www.chombo.com.au/images/100meg.test to determine your throughput to our servers ",1
"@HappyBob Right now, anyone's good. What I'm most interested in is trying out my research method, not getting useful results. ",1
@holytshirt Glad to read it! ,1
Whoh what a day... Now for the shut part... Hydraulics assignment time ,0
Leaving Koh Tao  start of journey back to Bangkok  http://twitpic.com/2y5uv,0
&lt;------ Branded ,1
i want a guy like carmello or jimmy ,0
"Back at :work, have to go to ::Zeist in a minute. But want to stay here to do some work ",0
frosted wheats in milk for my midnight snack ,1
owwwwww!!!  What a doozy of a headache.  2 tablets later and it has only taken  off a slight edge ,0
Paw pawing my ass off smh...im starting to feel better ,1
i am so screwed up! a confused and dumb child!  i NEVER felt so bad all my life! i wish i have any specialty! too bad i have none ='(,0
"@cyberboff If you're going back to the Victoria era, I'll come with.  I want to steal some dresses and corsets ",1
@doublesided I think @gnat is doing a census ,1
@ibnpolitics what has the country come to? Just b/c they do that in iraq that doesn't mean we do it  sad day,0
"OMG, I would have died!!! actually no, I take that back...I keep an updated version on my X:drive so it's all good ",1
@Animegan ooooooh johnny depp is in it? hence; it is awsome. even though i've never seen it. ,1
is thinking he's going to have to reinstall WoW as it simply refuses to update to 3.1.0  irritating times  It'll take forever ,0
@moreshannon he isn't here!  he is down south for 2 days working!,0
...starting today ,1
"@RussCargill www.youtube.com/Titomi15..WATCH THE VIDEOS,COMMENT&amp;SUSCRIBE!!  &amp; FOLLOW me , Cheers x",1
@mahafreed with big picture comes big target for people to throw big things at. develop a thick skin  seriously !!,1
Someone (@Ratsofatsorat) left a few sips of mocha in the reusable coffee mug.   Last week.  Now it's chunky ,0
coughing a lot ,0
@Cath_B  No didn't know he was here. Will do now  Is he real though? Lots of fakes about,1
"Oh man, I can't find a Tenori-On anywhere! What am I going to do?! ",0
@diablocody No fail whale means you have a steady internet connection. Be proud to have never seen it ,1
Please watch this vid and tell me if you are not moved  http://www.youtube.com/watch?v=EUJSME0TORw,0
Fta: anyone heard about this? wondering if anyone is carrying VOOM anymore or are they pretty much dead?  http://tinyurl.com/ca6z8j,0
@splitreaction sharing one car at the mo. just bought macbook too. mite be broke but gee it makes me happy ,1
@rom LOL. But wouldn't our voices be heard best if we get that license and prefix that title before our names? ,1
Have a ouchy head which is making me feel sicky ,0
@aussie_ali Aww - you break my heart ,0
I NEED to post a video!!!!  But I'm stuck...,0
New client project brewing up for this new financial year. And timeline still gives me space to take some *time off*. ,1
For everyones clarification I am not on the run from the law or anything I am just having a few quiet months trying not to go out ,1
"Carter Co, Kentucky has estblshd thier first public library and are in need of a director!! Thier entire budget is only $54,000/year ",0
I feel like a complete idiot. I'm the only one who doesn't get how this shit works  help me ,0
@ankeshk that one was a serious/concerned tweet ,1
@aparajuli good luck to you ,1
right got a stinking headache but I need to run I'm not a happy bunny ,0
@whyvee Welcome home! Sounds like a hell of a journey back ,0
getting music updated finally ,1
i feel unloved. dropped 2 tweeters ,0
@Hjorth I think you meant @MrMadsen ,1
@leiabox so what can you tell us about it? I'm totally geeking out right now ,1
"can you not find a list of songs by each band on blipfm, or do you have to search for each song title individually? ",0
@Schofe Darn! I missed the Twitter man!  Is there anywhere online I could watch it Phil? What was his deal?,0
listening to songs  ,1
@mozy19 you and me both   go #canucks go!,1
"@ryuuenx no the other guys you mentioned, haha  its cool ive been posting up random stuff for the past hour&amp; been getting a kick out of it",1
@ladybug27 Damn! I missed out? Why didn't you invite me? ,0
"@mattstevensloop thanks Matt, I'm glad you like it ... no algorithmic music gigs planned so far though ",1
@helenthornber I dunno but I used to get fruitsalads and blackjacks from the post office...we never got applejacks tho ,0
http://twitpic.com/2y6b3 - Waiting for tonight's united vs porto match.. I predict 2-0  Go Red Devils! World Champions!!!!,1
